amount,i_amount,result
,,false
,,false
600000,10000,false
90000,15000,false
,,false
3600000,100000,false
2880000,80000,false
450000,100000,false
,,false
,,false
,,false
480000,20000,false
36000,2000,false
,,false
26000,500,false
300000,25000,false
,,false
,,false
,,false
150000,100000,false
18000000,500000,false
540000,30000,false
,,false
,,false
,,false
150000,25000,false
900000,50000,false
,,false
150000,25000,false
400000,50000,false
180000,60000,false
,,false
,,false
,,false
100000,5044,false
,,false
37000,37000,false
2499984,416664,false
180000,60000,false
150000,25000,false
,,false
,,false
,,false
5000,20000,false
,,false
1800000,50000,false
277200,23100,false
,,false
300000,25000,false
300000,25000,false
300000,100000,false
120000,10000,false
8640000,960000,false
,,false
,,false
32000,2000,false
152000,38000,false
,,false
900000,50000,false
120000,10000,false
,,false
,,false
6000,500,false
,,false
40000,10000,false
160000,20000,false
55000,12329,false
300000,25000,false
120000,10000,false
180000,10000,false
1020000,85000,false
,,false
,,false
250000,125000,false
30000,5000,false
180000,60000,false
360000,30000,false
60000,10000,false
,,false
,,false
60000,5000,false
,,false
90000,60000,false
,,false
960000,80000,false
,,false
360000,30000,false
,,false
600000,50000,false
600000,50000,false
300000,42048,false
,,false
45000,15000,false
,,false
120000,10000,false
200000,50000,false
50000,10000,false
24000,2000,false
,,false
,,false
92940,7745,false
540000,100,false
1800000,30000,false
7020,390,false
,,false
,,false
180000,15000,false
600000,50000,false
300000,25000,false
804000,67000,false
,,false
,,false
570000,190000,false
45000,5000,false
,,false
,,false
,,false
,,false
150000,25000,false
200000,25000,false
,,false
300000,50000,false
,,false
200000,80000,true
,,false
,,false
,,false
,,false
,,false
300000,25000,false
700000,50000,false
249996,166664,false
10000,10000,false
90000,15000,false
,,false
400000,50000,false
,,false
,,false
80000,10000,false
,,false
500000,41666,false
300000,25000,false
,,false
,,false
,,false
5760000,240000,false
36000,2000,false
,,false
60000,10000,false
,,false
144000,16000,false
,,false
,,false
120000,110,false
,,false
45000,15000,false
,,false
,,false
500000,10000,false
135000,15000,false
,,false
900000,25000,false
450000,25000,false
180000,30000,false
80000,40000,false
360000,30000,false
,,false
600000,400000,false
,,false
180000,15000,false
120000,15000,false
104000,13000,false
130000,10000,false
540000,30000,false
600000,75000,false
120000,10000,false
90000,15000,false
120000,10000,false
600000,50000,false
180000,15000,false
244000,1000,false
,,false
,,false
150000,500,false
,,false
960000,80000,false
540000,60000,false
,,false
,,false
300000,30000,false
96000,8000,false
6000,500,false
240000,30000,false
120000,20000,false
300000,25000,false
,,false
30000,5000,false
,,false
,,false
150000,75000,false
,,false
60000,5000,false
54000,3000,false
300000,50000,false
600000,25000,false
810000,45000,false
630000,35000,false
30000,2500,false
150000,10000,false
180000,50000,false
180000,60000,false
105000,35000,false
2700000,75000,false
540000,30000,false
,,false
,,false
,,false
4500000,1000000,false
600000,100000,false
,,false
192000,16000,false
150000,25000,false
600000,50000,false
,,false
,,false
,,false
60000,10000,false
,,false
120000,10000,false
,,false
300000,25000,false
60000,10000,false
120000,10000,false
250000,25000,false
180000,120000,false
,,false
120000,40000,false
400000,50000,false
18000,1000,false
,,false
300000,25000,false
240000,30000,false
,,false
,,false
90000,15000,false
120000,10000,false
,,false
80000000,7000000,false
,,false
,,false
,,false
,,false
50000004,33333336,false
600000,50000,false
175848,58616,false
300000,25000,false
,,false
,,false
1800000,400000,false
,,false
540000,30000,false
,,false
120000,5000,false
,,false
900000,25000,false
1200000,100000,false
1200000,50000,false
,,false
900000,50000,false
,,false
300000,200000,false
300000,200000,false
,,false
1800000,100000,false
900000,75000,false
60000,5000,false
240000,20000,false
40000,5000,false
2880000,240000,false
,,false
24000,2000,false
,,false
100000,100000,false
60000,6000,false
,,false
600000,50000,false
120000,30000,false
1300000,25000,false
,,false
,,false
,,false
75000,25000,false
,,false
120000,10000,false
120000,40000,false
90000,15000,false
90000,15000,false
48000,1000,false
80000,10000,false
1200000,100000,false
,,false
,,false
,,false
,,false
240000,20000,false
144000,18000,false
1800000,50000,false
,,false
900000,50000,false
,,false
,,false
,,false
,,false
480000,40000,false
,,false
,,false
,,false
540000,30000,false
30000,30000,false
900000,50000,false
120000,10000,false
,,false
300000,25000,false
,,false
360000,30000,false
960000,80000,false
,,false
,,false
480000,40000,false
360000,15000,false
,,false
960000,20000,false
900000,25000,false
,,false
180000,15000,false
45000,15000,false
,,false
12000,1000,false
1800000,50000,false
,,false
,,false
150000,25000,false
,,false
1440000,80000,false
100000,20000,false
,,false
360000,30000,false
3999996,333333,false
480000,80000,false
450000,25000,false
,,false
100200,66800,false
1200000,100000,false
60000,10000,false
1200000,100000,false
,,false
,,false
180000,30000,false
,,false
,,false
960000,80000,false
,,false
,,false
,,false
1920000,160000,false
45000,15000,false
150000,25000,false
200000,20000,false
,,false
600000,50000,false
,,false
,,false
,,false
300000,25000,false
,,false
,,false
,,false
1440000,80000,false
,,false
,,false
,,false
,,false
60000,15000,false
300000,25000,false
,,false
300000,25000,false
4000000,400000,false
1800000,300000,false
,,false
480000,80000,false
136000,8000,false
,,false
30000,10000,false
,,false
,,false
,,false
180000,10000,false
1200000,50000,false
360000,30000,false
,,false
450000,25000,false
1999998,571428,false
1200000,100000,false
,,false
60000,5000,false
1200000,100000,false
,,false
1440000,120000,false
,,false
,,false
720000,20000,false
,,false
300000,25000,false
,,false
60000,10000,false
1200000,10000,false
60000,40000,false
120000,20000,false
360000,30000,false
,,false
180000,30000,false
540000,30000,false
,,false
84000,7000,false
180000,60000,false
,,false
,,false
1200000,60000,false
,,false
,,false
300000,100000,false
120000,10000,false
,,false
,,false
900000,50000,false
140000,30000,false
,,false
,,false
15000,5000,false
,,false
,,false
60000,5000,false
,,false
450000,25000,false
600000,100000,false
600000,100000,false
,,false
450000,25000,false
150000,25000,false
,,false
180000,15000,false
400000,50000,false
960000,80000,false
,,false
45000,15000,false
300000,25000,false
2000000,200000,false
150000,25000,false
,,false
,,false
600000,50000,false
600000,50000,false
1450000,527272,false
18000,1000,false
300000,25000,false
360000,60000,false
,,false
1600000,40000,false
120000,10000,false
238000,14000,false
,,false
6000,1000,false
,,false
600000,60000,false
56000,28000,false
,,false
,,false
,,false
300000,1666,false
,,false
450000,25000,false
135000,15000,false
,,false
,,false
100000,13875,false
720000,20000,false
150000,25000,false
48000,4000,false
600000,50000,false
300000,50000,false
1500000,5000,false
,,false
60000000,1000000,false
,,false
600000,50000,false
360000,30000,false
180000,60000,false
,,false
450000,25000,false
60000,10000,false
,,false
,,false
550200,183400,false
,,false
,,false
900000,25000,false
,,false
,,false
,,false
160000,26646,false
240000,30000,false
90000,1000,false
60000,5000,false
,,false
,,false
,,false
,,false
240000,20000,false
200000,20000,false
,,false
1008000,42000,false
,20000,false
,,false
360000,30000,false
,,false
,,false
150000,25000,false
100000,20000,false
540000,60000,false
900000,50000,false
,,false
1056000,88000,false
,,false
540000,120000,false
90000,30000,false
150000,25000,false
,10000,false
540000,120000,false
,,false
960000,80000,false
,,false
240000,10000,false
120000,10000,false
,,false
600000,25000,false
,,false
,,false
,,false
,,false
360000,30000,false
300000,25000,false
1200000,100000,false
60000,5000,false
60000,20000,false
,,false
,,false
450000,25000,false
180000,30000,false
750000,75000,false
600000,75000,false
120000,10000,false
,,false
45000,15000,false
,,false
,,false
,,false
310000,25833,false
2320000,77300,false
150000,25000,false
360000,10000,false
,,false
150000,75000,false
300000,30000,false
,,false
600000,50000,false
,,false
550000,50000,false
,,false
,,false
1080000,10000,false
,,false
,,false
960000,10000,false
,,false
,,false
,,false
,,false
1440000,80000,false
240000,20000,false
,,false
,,false
300000,25000,false
1200000,100000,false
,,false
120000,40000,false
600000,50000,false
600000,50000,false
180000,40000,false
,,false
300000,25000,false
,,false
240000,30000,false
,,false
300000,25000,false
,,false
10000,6664,false
100000,10000,false
210000,35000,false
,,false
40000,5000,false
,,false
120000,10000,false
300000,25000,false
300000,50000,false
120000,10000,false
,,false
360000,30000,false
,,false
,,false
180000,40000,false
150000,100000,false
,,false
720000,60000,false
900000,25000,false
180000,60000,false
,,false
1300000,108333,false
45000,15000,false
75000,25000,false
350000,35000,false
,,false
,,false
150000,25000,false
120000,10000,false
7200000,2400000,false
500000,200,false
450000,25000,false
,,false
1200000,100000,false
300000,25000,false
,,false
,,false
300000,5000,false
,,false
,,false
80000,10000,false
240000,80000,false
,,false
300000,25000,false
,,false
600000,100000,false
500000,50000,false
,,false
450000,25000,false
60000,5000,false
,,false
,,false
,,false
,,false
1350000,75000,false
275600,22966,false
,,false
,,false
1200000,100000,false
60000,10000,false
54000,4500,false
600000,50000,false
450000,300000,false
,,false
60000,5000,false
200000,25000,false
180000,15000,false
6000,500,false
2500000,277666,false
126000,7000,false
100000,8333,false
,,false
1920000,160000,false
,,false
720000,20000,false
,,false
,,false
240000,20000,false
360000,120000,false
,,false
,,false
,,false
100000,400000,false
,,false
,,false
,,false
,,false
400000,50000,false
,,false
,,false
,,false
,,false
,,false
,,false
5112000,106500,false
540000,60000,false
360000,30000,false
12000,16000,false
500000,6944,false
900000,75000,false
,,false
,,false
,,false
300000,25000,false
,,false
1200000,100000,false
12000,2000,false
225000,100000,false
240000,30000,false
4200000,10000,false
,,false
,,false
360000,30000,false
600000,100000,false
200000,100000,false
,,false
275600,91864,false
,,false
275600,22966,false
,,false
300000,25000,false
,,false
150000,25000,false
120000,120000,false
150000,25000,false
,,false
300000,500,false
,,false
,,false
66666,11111,false
225000,25000,false
900000,25000,false
600000,50000,false
2160000,720000,false
300000,25000,false
,,false
,,false
120000,10000,false
6000000,50000,false
,,false
240000,10000,false
,,false
,,false
,,false
75000,25000,false
960000,40000,false
240000,20000,false
100000,50000,false
,,false
300000,25000,false
600000,25000,false
300000,25000,false
100000,20000,false
,,false
,,false
1350000,75000,false
,,false
,,false
450000,25000,false
,,false
240000,10000,false
320000,40000,false
,,false
60000,5000,false
30000,30000,false
160000,20000,false
1200000,100000,false
,,false
1200000,200000,false
300000,25000,false
45000,45000,false
120000,5000,false
120000,40000,false
,,false
,,false
50000,5000,false
,,false
,,false
,,false
3600000,100000,false
100000,5000,false
36000,6000,false
360000,30000,false
960000,80000,false
499998,333332,false
,,false
,,false
100000,10000,false
,,false
,,false
1800000,100000,false
900000,50000,false
,,false
135000,15000,false
900000,25000,false
,,false
,,false
,,false
2000000,50000,false
,,false
,,false
18000,1000,false
120000,10000,false
,,false
500000,20000,false
,,false
,,false
,,false
360000,30000,false
,,false
,,false
,,false
60000,5000,false
,,false
,,false
120000,10000,false
60000,5000,false
,,false
100000,10000,false
,,false
270000,15000,false
150000,25000,false
150000,100000,false
450000,100000,false
450000,100000,false
,,false
,,false
,,false
,,false
120000,40000,false
,,false
,,false
150000,25000,false
,,false
300000,25000,false
,,false
,,false
960000,80000,false
60000,5000,false
3000000,5000,false
30000,5000,false
12000,1000,false
4450000,50000,false
,,false
,,false
2880000,240000,false
360000,30000,false
180000,250,false
,,false
300000,50000,false
6000,1000,true
,,false
480000,40000,false
,,false
,,false
102000,8500,false
,,false
400000,50000,false
120000,10000,false
350000,2000,false
,,false
24000,2000,false
180000,60000,false
,,false
960000,80000,false
60000,5000,false
160000,80000,false
,,false
160000,80000,false
,,false
6000,3000,false
,,false
600000,50000,false
1800000,400000,false
,,false
480000,160000,false
600000,50000,false
1020000,85000,false
185792,30965,false
,,false
600000,50000,false
360000,30000,false
,,false
,,false
60000,5000,false
300000,25000,false
,,false
,,false
1000000,90909,false
,,false
120000,10000,false
1800000,100000,false
90000,9000,false
,,false
,,false
,,false
300000,50000,false
48000,2000,false
,,false
80000,10000,false
1200000,100000,false
540000,30000,false
,,false
120000,40000,false
300000,25000,false
1920000,80000,false
60000,10000,false
1800000,100000,false
1800000,100000,false
540000,30000,false
1000000,125000,false
,,false
,,false
,,false
,,false
1200000,100000,false
1200000,100000,false
,,false
100000,1000,false
600000,50000,false
,,false
90000,15000,false
,,false
27000,3000,false
12000,1000,false
,,false
60000,10000,false
1200000,100000,false
,,false
,,false
,,false
40000,3333,false
600000,100000,false
,,false
,,false
120000,10000,false
3600000,100000,false
120000,10000,false
,,false
2880000,320000,false
100000,10000,false
300000,25000,false
,,false
150000,25000,false
,,false
180000,15000,false
5000000,5000,false
180000,60000,false
450000,25000,false
50000,200000,false
,,false
,,false
,,false
60000,5000,false
,,false
250000,83333,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
360000,30000,false
300000,25000,false
,,false
,,false
,,false
75000,25000,false
60000,5000,false
900000,25000,false
,,false
,,false
,,false
36000,3000,false
1500000,600,false
,,false
600000,50000,false
600000,50000,false
540000,30000,false
,,false
,,false
,,false
180000,30000,false
300000,100000,false
900000,25000,false
,,false
,,false
,,false
540000,30000,false
,,false
24000,2000,false
120000,10000,false
,,false
,,false
,,false
,,false
10000000,277634,false
300000,25000,false
60000,10000,false
,,false
60000,5000,false
,,false
,,false
,,false
300000,25000,false
,,false
,,false
299999,42857,false
270000,15000,false
300000,100000,false
,,false
300000,100000,false
12000,1000,false
,,false
,,false
,,false
60000,5000,false
,,false
,,false
480000,10000,false
2400000,100000,false
,,false
,,false
600000,50000,false
,,false
,,false
5000,416,false
200000,100000,false
,,false
,,false
,,false
240000,20000,false
,,false
12000,2000,false
120000,5000,false
900000,50000,false
,,false
900000,50000,false
240000,30000,false
,,false
,,false
,,false
125000,25000,false
1200000,100000,false
,,false
360000,120000,false
250000,50000,false
,,false
,,false
,,false
,,false
360000,30000,false
300000,25000,false
,,false
,,false
,,false
50000,2500,false
,,false
,,false
,,false
689000,229664,false
200000,50000,false
,,false
450000,25000,false
1000000,30000,false
300000,50000,false
120000,10000,false
,,false
150000,25000,false
,,false
1200000,100000,false
,,false
300000,25000,false
,,false
,,false
150000,25000,false
300000,100000,false
,,false
45000,15000,false
8000,1000,false
,,false
600000,25000,false
300000,25000,false
,,false
180000,10000,false
180000,35000,false
180000,30000,false
,,false
,,false
,,false
6000,2000,false
600000,50000,false
1920000,80000,false
,,false
900000,25000,false
90000,5000,false
,,false
125000,25000,false
900000,50000,false
800000,100000,false
100000,200000,false
18000,1500,false
60000,5000,false
,,false
,,false
,,false
,,false
240000,30000,false
,,false
240000,20000,false
,,false
60000,10000,false
,,false
180000,15000,false
300000,30000,false
600000,50000,false
,,false
12000,1000,true
900000,50000,false
,,false
,,false
900000,75000,false
3600000,100000,false
800000,100000,false
900000,25000,false
,,false
,,false
,,false
,,false
,,false
600000,25000,false
216000,12000,false
,,false
,,false
150000,25000,false
,,false
,20000,false
600000,50000,false
300000,25000,false
180000,15000,false
,,false
,,false
5040000,28000,false
,,false
300000,25000,false
900000,25000,false
,,false
1200000,50000,false
1350000,75000,false
80000,10000,false
,,false
180000,30000,false
,,false
120000,10000,false
,,false
1300000,100000,false
720000,20000,false
,,false
,,false
180000,5000,false
139200,11600,false
,,false
70000,10000,false
300000,25000,false
,,false
,,false
,,false
,,false
72000,6000,false
2700000,75000,false
300000,25000,false
135000,15000,false
600000,50000,false
108000,6000,false
60000,5000,false
,,false
120000,10000,false
150000,25000,false
60000,5000,false
60000,2000,false
540000,30000,false
60000,20000,false
1500000,5000,false
90000,30000,false
,,false
,,false
,,false
300000,50000,false
12000,1000,false
,,false
,,false
,,false
900000,50000,false
18000,3000,false
300000,25000,false
960000,80000,false
,,false
,,false
,,false
120000,10000,false
350000,280000,false
120000,120000,false
,,false
60000,5000,false
,,false
1200000,100000,false
300000,25000,false
240000,30000,false
600000,50000,false
900000,50000,false
60000,10000,false
900000,50000,false
1200000,50000,false
10000,10000,false
,,false
120000,10000,false
180000,30000,false
150000,25000,false
,,false
,,false
,,false
,,false
800000,160000,false
960000,1000,false
,,false
,,false
1200000,400000,false
120000,10000,false
,,false
300000,25000,false
180000,15000,false
,,false
,,false
240000,20000,false
,,false
,,false
150000,25000,false
,,false
,,false
135000,15000,false
,,false
350000,2000,false
120000,10000,false
150000,25000,false
,,false
12000,4000,true
300000,25000,false
,,false
,,false
,,false
100200,16700,false
360000,30000,false
240000,20000,false
,,false
480000,80000,false
689000,229664,false
750000,25000,false
,,false
,,false
300000,200000,false
150000,25000,false
45000,15000,false
,,false
,,false
,,false
450000,25000,false
800000,100000,false
,,false
90000,15000,false
450000,25000,false
,,false
1200000,100000,false
360000,30000,false
,,false
36000,2000,false
849996,47222,false
,,false
36000,3000,false
,,false
,,false
,,false
,,false
,,false
,,false
50400,4200,false
36000,12000,false
,,false
,,false
140000,20000,false
,,false
,,false
240000,20000,false
,,false
300000,25000,false
,,false
,,false
120000,10000,false
720000,60000,false
,,false
45000,15000,false
24000000,2000000,false
150000,25000,false
,,false
,,false
450000,6000,false
300000,25000,false
150000,25000,false
,,false
499992,41666,false
60000,5000,false
,,false
120000,10000,false
,,false
450000,25000,false
,,false
,,false
,,false
1800000,50000,false
300000,25000,false
,,false
,,false
300000,25000,false
120000,40000,false
364000,52000,false
360000,30000,false
,,false
120000,10000,false
150000,25000,false
,,false
100000,100000,false
3600000,100000,false
700000,58333,false
180000,10000,false
,,false
,,false
,,false
150000,25000,false
,,false
120000,10000,false
,,false
,,false
48000,8000,false
135000,15000,false
,,false
300000,25000,false
720000,30000,false
,,false
1000000,1000000,false
,,false
40000,5000,false
120000,10000,false
550000,50000,false
900000,25000,false
120000,10000,false
450000,25000,false
54000,3000,false
300000,25000,false
100000,20000,false
50000,5000,false
90000,5000,false
60000,20000,true
300000,25000,false
300000,25000,false
540000,30000,false
,,false
,,false
1053000,234000,false
,,false
900000,75000,false
,,false
120000,10000,false
200000,20833,false
150000,100000,false
60000,5000,false
,,false
,,false
,,false
,,false
,,false
60000,5000,false
120000,10000,false
,,false
1008000,84000,false
50000,10000,false
60000,5000,false
180000,10000,false
1800000,150000,false
,,false
200000,40000,false
,,false
540000,30000,false
480000,40000,false
960000,80000,false
,,false
120000,10000,false
300000,25000,false
,,false
240000,20000,false
,,false
,,false
,,false
,,false
2880000,80000,false
360000,120000,false
,,false
,,false
72000,6000,false
60000,5000,false
,,false
,,false
,,false
18000,1000,false
240000,30000,false
,,false
,,false
105000,15000,false
150000,25000,false
,,false
,,false
450000,25000,false
,,false
247500,2500,false
,,false
,,false
,,false
,,false
60000,10000,false
,,false
120000,10000,false
,,false
,,false
,,false
360000,30000,false
180000,30000,false
,,false
80000,10000,false
,,false
1800000,100000,false
120000,20000,false
100000,10000,false
300000,25000,false
15000000,125000,false
300000,25000,false
150000,25000,false
15000000,125000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
55000,5000,false
6000,1000,false
120000,20000,false
1200000,100000,false
200000,40000,false
200000,25000,false
,,false
,,false
360000,30000,false
,,false
,,false
1200000,100000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
66000,6000,false
150000,50000,false
600000,50000,false
15000,5000,false
60000,5000,false
,,false
,,false
42000,7000,false
30000,5000,false
1350000,75000,false
4800000,400000,false
150000,25000,false
,,false
,,false
280000,20000,false
,,false
1008000,672000,false
,,false
,,false
,,false
1200000,100000,false
360000,120000,false
240000,10000,false
300000,50000,false
,,false
,,false
,,false
600000,50000,false
,,false
132000,44000,false
,,false
90000,2500,false
,,false
150000,25000,false
,,false
,,false
1125600,11256,false
,,false
275000,25000,false
,,false
360000,10000,false
720000,30000,false
240000,20000,false
,,false
,,false
200000,100000,false
400000,50000,false
624000,208000,false
960000,80000,false
,,false
108000,18000,false
50000,10000,false
55000,5000,false
,,false
,,false
450000,25000,false
500000,10000,false
180000,15000,false
72000,1500,false
,,false
150000,25000,false
180000,10000,false
,,false
,,false
360000,100000,false
,,false
,,false
,,false
200000,25000,false
,,false
270000,25000,false
1440000,500,false
150000,25000,false
600000,50000,false
300000,100000,false
,,false
,,false
60000,5000,false
,,false
,,false
,,false
90000,15000,false
,,false
150000,50000,false
,,false
24000,2000,false
,,false
600000,200000,false
600000,50000,false
350000,14583,false
1200000,100000,false
,,false
90000,10000,false
360000,40000,false
1100000,10000,false
,,false
600000,100000,false
,,false
,,false
1200000,100000,false
150000,25000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
180000,5000,false
,,false
120000,30000,false
,,false
,,false
,,false
,,false
40640,5080,false
60000,5000,false
,,false
150000,25000,false
15000,15000,false
20000,2000,false
,,false
300000,25000,false
,,false
,,false
35000,3500,false
,,false
180000,30000,false
960000,80000,false
150000,25000,false
150000,25000,false
135000,15000,false
499992,41666,false
,,false
300000,25000,false
,,false
450000,25000,false
,,false
450000,100000,false
,,false
,,false
90000,30000,false
45000,15000,false
4320000,120000,false
12000,8000,false
240000,20000,false
,,false
120000,40000,false
300000,25000,false
360000,10000,false
,,false
,,false
540000,30000,false
360000,30000,false
450000,25000,false
240000,5000,false
,,false
,,false
,,false
,,false
60000,10000,false
120000,10000,false
,,false
,,false
450000,25000,false
900000,25000,false
180000,15000,false
900000,25000,false
300000,25000,false
,,false
,,false
,,false
500000,50000,false
,,false
,,false
120000,15000,false
280000,40000,false
,,false
150000,25000,false
36000,3000,false
720000,120000,false
,,false
,,false
360000,30000,false
80000,5000,false
1200000,100000,false
120000,40000,false
77000,7000,false
,,false
120000,10000,false
,,false
300000,25000,false
1800000,48000,false
1800000,48000,false
1800000,12000,false
1800000,48000,false
45000,15000,false
,,false
12000,1000,false
180000,10000,false
,,false
,,false
1800000,48000,false
1800000,48000,false
1800000,12000,false
1800000,48000,false
1800000,48000,false
1800000,48000,false
1800000,12000,false
1800000,48000,false
,,false
120000,10000,false
,,false
600000,50000,false
,,false
,,false
,,false
,,false
16662,2777,false
900000,50000,false
,,false
,,false
,,false
,,false
48000,2000,false
180000,15000,false
1200000,200000,false
,,false
,,false
12000,1000,false
300000,25000,false
180000,30000,false
150000,25000,false
1800000,100000,false
,,false
120000,10000,false
120000,20000,false
,,false
18000,1500,false
,,false
,,false
,,false
,,false
300000,25000,false
600000,25000,false
,,false
,,false
,,false
400000,50000,false
,,false
1200000,100000,false
,,false
,,false
600000,100000,false
450000,150000,false
,,false
30000,5000,false
180000,15000,false
,,false
,,false
,,false
,,false
48000,4000,false
,,false
300000,25000,false
200000,25000,false
90000,30000,false
120000,20000,false
3600000,100000,false
,,false
,,false
30000,5000,false
,,false
,,false
,,false
600000,400000,false
12000,1000,false
,,false
,,false
,,false
,,false
1200000,100000,false
210000,30000,false
1000000,83333,false
,,false
,,false
,,false
330000,27500,false
180000,36000,false
300000,25000,false
540000,30000,false
,,false
,,false
150000,25000,false
,,false
,,false
360000,20000,false
80000,10000,false
,,false
,,false
60000,5000,false
,,false
300000,25000,false
540000,30000,false
,,false
45000,15000,false
,,false
150000,25000,false
,,false
,,false
9000,3000,false
1500000,100000,false
18000,3000,false
360000,60000,false
720000,60000,false
1440000,80000,false
,,false
150000,25000,false
450000,25000,false
,,false
240000,20000,false
12000000,1000000,false
360000,30000,false
1200000,100000,false
,,false
180000,30000,false
180000,60000,false
,,false
540000,60000,false
200000,25000,false
,,false
300000,25000,false
900000,25000,false
,,false
500000,10000,false
,,false
,,false
600000,50000,false
,,false
18000000,500000,false
2500000,208333,false
,,false
,,false
3500000,145833,false
,,false
300000,50000,false
,,false
,,false
,,false
250000,20833,false
,,false
,,false
,,false
600000,50000,false
450000,25000,false
30000,5000,false
180000,30000,false
,,false
,,false
120000,10000,false
300000,25000,false
,,false
,,false
120000,10000,false
,,false
,,false
,,false
240000,10000,false
120000,10000,false
,,false
,,false
600000,50000,false
300000,25000,false
150000,100000,false
,,false
,,false
30000,3000,false
120000,40000,false
,,false
99999,33333,false
360000,15000,false
15000,3000,false
,,false
,,false
,,false
30000,20000,false
600000,50000,false
,,false
600000,100000,false
20000,3250,false
180000,30000,false
300000,50000,false
900000,100000,false
540000,180000,false
,,false
13000,1000,false
,,false
,,false
100000,12500,false
,,false
,,false
,,false
,,false
300000,25000,false
6000,1000,false
,,false
450000,25000,false
150000,25000,false
60000,5000,false
,,false
,,false
720000,30000,false
600000,50000,false
,,false
,,false
360000,30000,false
120000,10000,false
450000,25000,false
,,false
,,false
1200000,100000,false
120000,10000,false
90000,5000,false
,,false
360000,30000,false
450000,25000,false
960000,20000,false
,,false
48000,4000,false
,,false
2700000,120,false
60000,5000,false
5400000,150000,false
,,false
300000,30000,false
,,false
,,false
106800,8900,false
600000,50000,false
200000,13000,false
,,false
200000,25000,false
,,false
108000,9000,false
,,false
60000,5000,false
,,false
,,false
,,false
180000,5000,false
240000,30000,false
150000,18750,false
,,false
,,false
,,false
,,false
330000,30000,false
36000,2000,false
30000,5000,false
,,false
600000,50000,false
300000,25000,false
,,false
1800000,100000,false
600000,100000,false
60000,5000,false
,,false
,,false
1920000,40000,false
,,false
,,false
,,false
45000,15000,false
180000,20000,false
25000,16664,false
720000,20000,false
180000,30000,false
,,false
360000,30000,false
,,false
60000,5000,false
,,false
,20000,false
240000,20000,false
600000,50000,false
2400000,100000,false
,,false
,,false
360000,30000,false
,,false
1920000,80000,false
180000,15000,false
,,false
360000,10000,false
,,false
150000,25000,false
,,false
360000,30000,false
53925,17975,false
,,false
180000,15000,false
,,false
480000,10000,false
110000,10000,false
,,false
,,false
,,false
240000,30000,false
200000,25000,false
180000,15000,false
200000,80000,false
60000,6000,false
,,false
,,false
,,false
,,false
600000,50000,false
,,false
,,false
180000,30000,false
,,false
540000,30000,false
,,false
75000,15000,false
1200000,100000,false
450000,25000,false
1200000,50000,false
,,false
,,false
,,false
,,false
540000,30000,false
,,false
240000,40000,false
,,false
60000,5000,false
,,false
200000,100000,false
100000,40000,false
1800000,75000,false
,,false
200000,20000,false
300000,10000,false
24000,2000,false
,,false
200000,25000,false
,,false
,,false
,,false
150000,100000,false
,,false
55000,7857,false
480000,80000,false
,,false
60000,10000,false
150000,25000,false
1800000,48000,false
1800000,48000,false
1800000,12000,false
1800000,48000,false
1800000,48000,false
1800000,48000,false
1800000,12000,false
1800000,48000,false
66600,3700,false
700000,41176,false
90000,15000,false
300000,50000,false
300000,50000,false
70000,11666,false
500000,400,false
,,false
240000,10000,false
30000,10000,false
720000,80000,false
900000,25000,false
500000,41666,false
106800,8900,false
360000,5000,false
1920000,80000,false
,,false
,,false
,,false
,,false
,,false
1920000,160000,false
2400000,100000,false
,,false
120000,10000,false
90000,30000,false
120000,40000,false
625000,25000,false
220000,20000,false
,,false
,,false
120000,40000,false
300000,25000,false
,,false
300000,25000,false
600000,25000,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
,,false
150000,12472,false
30000,5000,false
150000,25000,false
,,false
900000,25000,false
,,false
450000,75000,false
18000,1500,false
24000,4000,false
,,false
,,false
600000,50000,false
900000,25000,false
800000,100000,false
,,false
,,false
,,false
550000,50000,false
,,false
,,false
200000,10000,false
275000,100000,false
360000,10000,false
150000,25000,false
450000,25000,false
150000,25000,false
,,false
,,false
,,false
810000,45000,false
,,false
,,false
,,false
960000,80000,false
180000,15000,false
,,false
60000,5000,false
,,false
,,false
1008000,21000,false
300000,25000,false
45000,10000,false
150000,25000,false
600000,50000,false
,,false
300000,5000,false
960000,80000,false
60000,10000,false
,,false
,,false
,,false
250000,41666,false
300000,350,false
240000,10000,false
300000,25000,false
,,false
344500,114832,false
,,false
,,false
240000,40000,false
,,false
900000,75000,false
1120000,140000,false
10000000,100000,false
,,false
480000,40000,false
240000,20000,false
,,false
,,false
100000,10000,false
,,false
240000,10000,false
120000,10000,false
900000,1000,false
300000,25000,false
150000,25000,false
2067000,32285,false
,,false
70000,1000,false
420000,30000,false
540000,15000,false
,,false
150000,25000,false
360000,30000,false
20000,200,false
240000,30000,false
360000,10000,false
,,false
200000,25000,false
,,false
,,false
,,false
600000,100000,false
600000,50000,false
900000,25000,false
630000,35000,false
,,false
480000,320000,false
,,false
60000,5000,false
,,false
,,false
1350000,75000,false
150000,25000,false
2102400,43800,false
,,false
,,false
600000,100000,false
22500,2500,false
48000,5000,true
300000,100000,false
